area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,price
3305.298776,3,1,2,yes,no,no,no,no,0,6229.010063
2590.366769,2,1,1,yes,no,no,no,yes,1,3592.952211
3286.335345,3,1,1,no,no,no,no,no,1,5189.755873
2792.848009,3,1,2,no,no,no,no,no,0,6003.637975
2936.835031,1,1,1,yes,no,no,no,no,0,4803.657121
3156.738824,2,2,1,no,yes,yes,no,no,1,7425.249347
2958.039892,2,1,1,no,no,yes,no,no,0,5639.84673
3199.609351,2,1,1,yes,no,no,no,no,2,7995.381833
2031.009601,3,1,2,no,no,yes,no,no,0,3320.005214
2936.835031,3,1,2,yes,no,yes,no,no,0,6450.584499
4107.919181,2,1,1,yes,no,no,no,no,0,10601.14499
4743.41649,3,1,2,yes,no,no,no,no,2,24957.77388
2769.927797,2,1,1,yes,no,no,no,no,1,3946.16647
3354.101966,3,1,2,yes,no,no,no,yes,0,7057.296279
3706.413361,3,1,1,yes,no,yes,no,no,0,8767.003913
2448.468909,3,1,1,yes,no,no,no,no,0,3381.483802
2738.612788,3,1,1,no,no,no,no,yes,0,5580.562799
3102.418411,3,1,2,yes,no,no,no,no,0,7054.760776
2958.039892,2,1,1,yes,no,no,no,no,0,5232.367267
4500,2,1,1,yes,no,no,no,no,1,16398.78721
3521.363372,2,1,1,yes,no,yes,no,yes,0,7015.34896
2323.790008,3,1,2,no,no,yes,no,no,0,3944.48832
2779.388422,2,1,1,yes,yes,yes,no,no,0,5147.914919
3354.101966,2,1,2,yes,no,no,yes,no,1,11060.27245
3082.207001,2,1,1,yes,no,no,no,no,0,6009.316374
2779.388422,3,1,2,no,no,no,no,no,0,5301.726253
2846.049894,3,1,2,yes,no,no,no,no,2,6969.779089
2662.235902,2,1,1,yes,no,no,no,no,0,4019.683545
3391.164992,2,1,1,yes,no,no,no,no,0,6023.934912
3562.302626,3,1,1,no,no,no,no,no,0,6805.606582
3061.862178,3,1,2,yes,no,no,no,no,0,6942.47487
3012.474066,4,1,2,yes,no,no,no,no,3,6396.17776
4486.089611,2,1,1,yes,no,no,no,no,0,12502.36011
3298.4845,4,1,2,no,no,no,no,no,1,4810.540834
2738.612788,2,1,2,yes,no,no,no,no,0,4033.874052
3824.264635,3,1,2,yes,no,yes,no,no,1,12088.69752
3521.363372,2,1,1,yes,no,no,no,no,0,6133.295384
3000,3,1,2,no,no,no,no,no,1,5929.936182
3024.896692,4,1,2,no,no,no,no,no,0,7113.407854
2949.576241,3,1,2,no,no,no,no,no,1,5919.957517
2598.076211,2,1,1,no,no,no,no,no,0,3492.358332
2806.24304,3,1,2,no,no,no,no,no,0,6704.889498
4066.632514,3,1,2,yes,no,no,no,no,0,11338.22466
2756.80975,2,1,1,no,no,no,no,no,0,4955.366277
3012.474066,2,1,1,yes,no,no,no,no,0,4235.602055
3872.983346,2,1,1,yes,no,no,no,no,0,6056.162114
3674.234614,4,1,2,yes,no,no,no,no,0,11471.91713
3605.551275,4,1,3,yes,no,no,no,no,0,11385.60611
2872.281323,3,1,2,no,no,no,no,no,1,4438.56185
3297.72649,3,1,2,no,no,no,yes,no,1,6866.512772
2569.046516,2,1,1,no,no,no,no,no,1,4688.442871
2573.907535,3,1,2,yes,no,yes,no,no,1,4260.420224
3146.426545,3,1,1,yes,no,no,no,no,0,6279.693247
4123.105626,2,1,1,yes,no,no,no,no,0,11838.56725
3162.27766,3,1,2,yes,no,no,no,no,1,6743.875846
3162.27766,2,1,1,yes,no,no,no,no,0,4954.885829
3136.080356,2,1,1,yes,no,no,no,no,0,5603.557503
2236.067977,2,1,2,yes,no,no,no,no,0,3262.325344
3012.474066,3,3,2,no,yes,no,no,no,0,9452.314991
2645.751311,3,1,1,yes,no,no,no,no,0,4245.917523
2464.751509,3,1,1,no,no,no,no,no,0,2820.77548
2949.576241,2,1,1,yes,no,no,no,no,1,5060.967829
3162.27766,3,1,1,yes,no,no,no,no,0,5618.770221
2821.790212,2,1,1,yes,no,no,no,yes,0,4279.297158
3162.27766,3,1,2,yes,no,no,no,yes,0,6603.351484
2697.220792,2,1,1,no,no,no,no,no,0,4356.01321
3000,2,1,1,yes,no,no,no,no,0,3626.857137
3316.62479,2,1,1,yes,no,no,no,no,0,6571.34382
3000,2,2,2,yes,no,yes,no,no,1,5635.68912
2683.281573,3,1,1,no,no,no,no,no,0,4004.696863
2819.574436,3,1,1,no,no,no,no,no,0,5456.460196
2738.612788,2,1,2,yes,no,no,no,no,0,3879.337239
3316.62479,3,1,2,yes,no,no,no,no,0,7175.659673
2738.612788,3,1,2,no,no,no,no,no,0,6018.496203
2832.843095,3,1,2,yes,no,yes,no,no,0,5668.357392
2846.049894,2,1,1,no,yes,no,no,no,1,4008.170339
2738.612788,2,1,1,yes,no,no,no,no,1,3671.789294
2958.039892,2,1,1,yes,yes,no,no,no,0,5431.792938
3478.505426,2,1,2,yes,no,no,no,no,0,10038.14369
4387.482194,2,1,1,yes,no,no,no,no,0,12097.01127
3014.548059,2,1,1,no,no,no,no,no,0,4540.831899
2487.468593,3,1,2,yes,no,no,no,no,0,3909.402685
2639.602243,4,2,2,yes,no,no,no,no,0,5539.458782
2856.571371,2,1,1,yes,no,no,no,no,0,4512.538138
3016.620626,2,1,1,yes,no,no,no,no,0,4150.515627
2819.574436,2,1,1,yes,no,no,no,no,0,4192.161053
2142.428529,2,1,1,no,no,yes,no,no,0,2531.205871
3150.3968,1,1,1,no,no,no,no,no,0,5111.571506
3150.3968,3,1,2,yes,no,yes,no,no,0,7397.775527
2207.940217,3,1,1,no,no,no,yes,no,0,3490.421899
3640.054945,3,1,1,no,no,no,no,yes,0,8692.121247
2738.612788,2,1,1,no,no,no,no,no,0,3672.961432
2449.489743,3,1,2,yes,no,no,no,no,0,3859.5786
2738.612788,4,1,2,yes,no,no,no,no,0,5328.789014
2898.275349,2,1,1,yes,no,no,no,no,1,7308.749657
2924.038303,5,1,2,no,no,no,no,no,0,4513.85031
2061.552813,3,1,2,yes,no,no,no,no,0,2571.316164
3020.347662,2,1,1,yes,no,no,no,no,0,4299.919152
2734.044623,2,1,1,no,no,no,no,no,1,5421.618788
2738.612788,2,1,1,yes,no,yes,no,no,2,5089.32976
2449.489743,3,1,1,no,no,no,no,no,0,3117.805748
3008.321791,2,1,1,yes,no,no,no,no,0,5225.860608
2697.220792,3,1,1,no,no,no,no,no,0,4667.654135
3102.418411,3,1,2,yes,no,no,no,no,0,6572.185577
